account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
3201094502,320106101030102,Dispensaries-Wages,Payment Side,Positive,Part I
3201094605,320106101030105,Dispensaries-Rewards,Payment Side,Positive,Part I
3201094706,320106101030106,Dispensaries-Medical Treatment,Payment Side,Positive,Part I
3201094807,320106101030107,Dispensaries-Allowances,Payment Side,Positive,Part I
3201094908,320106101030108,Dispensaries-LTC,Payment Side,Positive,Part I
3201032002,320102101030102,Postal Seals office Aligarh-Wages,Payment Side,Positive,Part I
3201032105,320102101030105,Postal Seals office Aligarh-Rewards,Payment Side,Positive,Part I
3201032206,320102101030106,Postal Seals office Aligarh-Medical Treatment,Payment Side,Positive,Part I
3201032307,320102101030107,Postal Seals office Aligarh-Allowances,Payment Side,Positive,Part I
3201032408,320102101030108,Postal Seals office Aligarh-LTC,Payment Side,Positive,Part I
3201032511,320102101030111,Postal Seals office Aligarh-Domestic Travel Expenses,Payment Side,Positive,Part I
3201032613,320102101030113,Postal Seals office Aligarh-Office Expenses,Payment Side,Positive,Part I
3201032714,320102101030114,Postal Seals office Aligarh-RRT for Land and Buidlings,Payment Side,Positive,Part I
3201032816,320102101030116,Postal Seals office Aligarh-Printing and Publication,Payment Side,Positive,Part I
3201032918,320102101030118,Postal Seals office Aligarh-Rent for Others,Payment Side,Positive,Part I
3201033019,320102101030119,Postal Seals office Aligarh-Digital Equipment,Payment Side,Positive,Part I
3201033121,320102101030121,Postal Seals office Aligarh-Materials and Supplies,Payment Side,Positive,Part I
3201033226,320102101030126,Postal Seals office Aligarh-Advertising and Publicity,Payment Side,Positive,Part I
3201033328,320102101030128,Postal Seals office Aligarh-Professional Services,Payment Side,Positive,Part I
3201033464,320102101030164,Postal Seals office Aligarh-Write off of losses,Payment Side,Positive,Part I
3201033501,320102101040101,Premium Product Services-Salaries,Payment Side,Positive,Part I
3201033602,320102101040102,Premium Product Services-Wages,Payment Side,Positive,Part I
3201033705,320102101040105,Premium Product Services-Rewards,Payment Side,Positive,Part I
3201033806,320102101040106,Premium Product Services-Medical Treatment,Payment Side,Positive,Part I
3201033907,320102101040107,Premium Product Services-Allowances,Payment Side,Positive,Part I
3201034008,320102101040108,Premium Product Services-LTC,Payment Side,Positive,Part I
3201034111,320102101040111,Premium Product Services-Domestic Travel Expenses,Payment Side,Positive,Part I
3201034212,320102101040112,Premium Product Services-Foreign Travel Expenses,Payment Side,Positive,Part I
3201034313,320102101040113,Premium Product Services-Office Expenses,Payment Side,Positive,Part I
3201034414,320102101040114,Premium Product Services-RRT for Land and Buidlings,Payment Side,Positive,Part I
3201034516,320102101040116,Premium Product Services-Printing and Publication,Payment Side,Positive,Part I
3201034618,320102101040118,Premium Product Services-Rent for Others,Payment Side,Positive,Part I
3201034719,320102101040119,Premium Product Services-Digital Equipment,Payment Side,Positive,Part I
3201034821,320102101040121,Premium Product Services-Materials and Supplies,Payment Side,Positive,Part I
3201034924,320102101040124,Premium Product Services-Fuels and Lubricants,Payment Side,Positive,Part I
3201035026,320102101040126,Premium Product Services-Advertising and Publicity,Payment Side,Positive,Part I
3201035127,320102101040127,Premium Product Services-Minor Civil and Electrical Works,Payment Side,Positive,Part I
3201035228,320102101040128,Premium Product Services-Professional Services,Payment Side,Positive,Part I
3201035329,320102101040129,Premium Product Services-Repairs and Maintenance,Payment Side,Positive,Part I
3201035449,320102101040149,Premium Product Services-Other Revenue Expenditure,Payment Side,Positive,Part I
3201035564,320102101040164,Premium Product Services-Write off of losses,Payment Side,Positive,Part I
3201035611,320102101040211,Premium Product Services (Scheme)-Domestic Travel Expenses,Payment Side,Positive,Part I
3201035712,320102101040212,Premium Product Services (Scheme)-ForeignTravel Expenses,Payment Side,Positive,Part I
3201035813,320102101040213,Premium Product Services (Scheme)-Office Expenses,Payment Side,Positive,Part I
3201035916,320102101040216,Premium Product Services (Scheme)-Printing and Publication,Payment Side,Positive,Part I
3201036018,320102101040218,Premium Product Services (Scheme)-Rent for Others,Payment Side,Positive,Part I
